doc_id,sentence_nr,sentence,relation_types,arguments
OA-STM_079,733,"The results demonstrate that large coherent clusters are common , validating their further study.2Two further empirical validation studies consider the impact of data - flow analysis precision and the precision of the approximation used to efficiently identify coherent clusters.3A series of four case studies shows how coherent clusters map to logical program structures.4A study of inter - cluster dependence highlights how coherent clusters form the building blocks of larger dependence structures where identification can support , as an example , reverse engineering.5A study of bug fixes finds no relationship between program faults and coherent clusters implying that dependence clusters are not responsible for program faults.6A longitudinal study of system evolution shows that coherent clusters remain stable during evolution thus depicting the core architecture of systems .",All,"['relationship', 'program faults', 'relationship', 'coherent clusters']"
OA-STM_079,760,"Finally , we also present studies which show the lack of correlation between coherent clusters and bug fixes and show that coherent clusters remain surprisingly stable during system evolution .",All,"['correlation', 'coherent clusters', 'correlation', 'bug fixes']"
OA-STM_079,787,Developers can exploit knowledge of coherent clusters as they aid in program comprehension as the clusters bring out interactions between logical constructs of the system .,All,"['interactions', 'logical constructs of the system']"
OA-STM_079,796,"Furthermore , the paper presents a study on how bug fixes relate to the presence of coherent clusters , and finds no relationship between program faults and coherent clusters in barcode .",All,"['relationship', 'program faults', 'relationship', 'coherent clusters in barcode']"
OA-STM_080,39,"Since the authors also argue that Na is depleted ( i.e. , its mixing ratio changes with altitude ) above ∼10 mbar , its density scale height can not be used to estimate temperatures accurately .",All,"['ratio', 'Na']"
OA-STM_080,48,"K10 suggested that a higher transit depth is possible if the O / H ratio is supersolar , the temperature of the thermosphere is higher than expected , and/or the observations probe escaping gas outside the Roche lobe of the planet , and we agree with their conclusions .",All,"['ratio', 'H']"
OA-STM_080,56+57,"  Similarly with the O I lines , higher transit depths in the C II and Si III lines are possible if the mean temperature of the absorbers is higher than expected and / orthe C / H and Si / H ratios are supersolar .",All,"['ratios', 'Si', 'ratios', 'H']"
OA-STM_080,246,"The ground state 2P1/2,3/2 of C+ is split into two fine structure levels .",All,"['split', 'The ground state 2P1/2,3/2 of C+']"
OA-STM_080,258,"As a result , we obtained a pre - ISM flux ratio of [ C II 1334.5Å]/[C II 1335.7Å]∼0.7 , which agrees well with the solar value ( Curdt et al . , 2001 ) .",All,"['ratio', 'the solar value']"
OA-STM_080,269,The Si III line arises from a transition between the 1S ground state and the 1P excited state .,All,"['transition', 'the 1S ground state', 'transition', 'the 1P excited state']"
OA-STM_080,366,It is not necessary to repeat a similar comparison here because spherically symmetric models that predict line - integrated transit depths that agree with the measured values are generally compatible with both the G140L and G140 M data .,All,"['compatible', 'the measured values']"
OA-STM_080,379,"The M7 model of K10 with a solar O / H ratio ( Lodders , 2003 ) yields an O I transit depth of 3.9 % , which is within 1.5σ of the observed value and therefore a satisfactory fit to the data .",All,"['ratio', 'H']"
OA-STM_080,381,K10 argued that a higher transit depth is possible if the mean temperature is higher and/or if the O / H ratio is enhanced with respect to solar .,All,"['ratio', 'the O', 'ratio', 'H']"
OA-STM_080,383+384,"  Indeed , the predicted transit depth agrees with the observations to better than 1σ if the O / H ratio is enhanced by a factor of 5 relative to solar ( see the MSOL2 model in Table2).We have now verified that the empirical model can be used to constrain the mean temperature and extent of the absorbing layer in the thermosphere of HD209458b .",All,"['ratio', 'H']"
OA-STM_080,413,It is not clear if the apparent disagreement between the models and some of the observations needs to be taken seriously .,All,"['disagreement', 'the models', 'disagreement', 'some of the observations']"
OA-STM_080,417,"Nevertheless , we explore the apparent disagreement between the C2 model and the observations further below .",All,"['disagreement', 'the C2 model', 'disagreement', 'the observations further below']"
OA-STM_080,445,This could imply that a higher temperature or some other source of additional broadening is a better explanation of the Si III and C II transit depths while a supersolar O / H ratio is required to match the measured O I transit depth .,All,"['ratio', 'H']"
OA-STM_080,449,"Xe / H ratios in the atmosphere of Jupiter are all enriched by factors of 2 - 3 with respect to solar abundances ( e.g. , Mahaffy et al . , 2000 ; Wong et al . , 2004 ) .",All,"['ratios', 'Xe', 'ratios', 'H']"
OA-STM_080,450,"On Saturn , on the other hand , the C / H ratio is enriched by a factor of 10 ( Flasar et al . , 2005 ; Fletcher et al . , 2009 ) .",All,"['ratio', 'the C', 'ratio', 'H']"
OA-STM_080,451+452,"  Enrichment by factors of 4 - 20 is expected in the N / H and S /H ratios , although condensation of NH3 and H2S in the deep atmosphere of Saturn makes it difficult to constrain the abundances precisely .",All,"['ratios', 'H', 'ratios', 'S']"
OA-STM_080,453,"On Neptune and Uranus the C / H ratio is believed to be enriched by factors of 30 - 50 ( e.g. , Owen and Encrenaz , 2003 ; Guillot and Gautier , 2007 ) ) , and similar enrichments are possible in the abundance ratios of some of the other heavy elements .",All,"['ratio', 'H', 'ratios', 'H', 'ratios', 'similar enrichments']"
OA-STM_080,463,"If this turns out to be the case , interaction with the stellar wind probably plays a role in giving rise to the observed absorption .",All,"['interaction', 'the stellar wind']"
OA-STM_080,500,"Although the magnetic field does not directly interfere with the escape of the neutral atoms , the trapped ions can stop them from escaping if the neutral - ion collision frequency is sufficiently high .",All,"['interfere', 'the escape of the neutral atoms', 'interfere', 'the trapped ions']"
OA-STM_080,516,"If the silicon ions originate from the atmosphere of the planet , at least a solar Si / H ratio is necessary .",All,"['ratio', 'H']"
OA-STM_080,543,"Their work ignores the detailed chemistry of condensation , and thus the results are simply based on the ratio of Kzz to the diffusion coefficient estimated fromDp≈vpHwhere vp is the particle settling velocity and H is the pressure scale height .",All,"['ratio', 'Kzz', 'ratio', 'the diffusion coefficient', 'ratio', 'the diffusion coefficient estimated fromDp≈vpHwhere vp', 'estimated fromDp≈vpHwhere vp']"
OA-STM_082,118,"Quality assessment was performed analyzing at the inter - array Pearson correlation , and clustering based on top variant genes was used to assess overall data coherence .",All,"['correlation', 'clustering']"
OA-STM_083,2,The control system is evaluated with an aerodynamic vortex model coupled with an electrical model .,All,"['coupled', 'an aerodynamic vortex model', 'coupled', 'an electrical model']"
OA-STM_083,3,"Three different sets of control system parameters are tested , representing different tradeoffs between a high power absorption and achieving a fast control strategy with high stability .",All,"['tradeoffs', 'a high power absorption']"
OA-STM_083,7,"It is also shown that if peak power absorption is estimated at a too low tip speed ratio , the control strategies may inadvertently stop the turbine .",All,"['ratio', 'the control strategies']"
OA-STM_083,45,"As the power coefficient increases with the wind speed , there is a small shift in the equilibrium tip speed ratio λe towards higher values for increasing wind speeds .",All,"['ratio', 'the equilibrium tip speed']"
OA-STM_083,46+47,"  2 shows that this strategy is stable for all rotational velocities at the windspeeds 6 m / s and 12 m / s , while for 3 m / s , the turbine will stop if the tip speed ratio drops below 2.2 .",All,"['ratio', 'the turbine', 'ratio', 'the tip speed']"
OA-STM_083,53,"With this modification of the control strategy , the tip speed ratio will be higher at low wind speeds ( λe=5.2 at 3 m / s ) and lower at high wind speeds ( λe=3.7 at 12 m / s ) compared to the design value λmax=4.1 at 6 m / s .",All,"['ratio', 'the tip speed']"
OA-STM_083,65,"At low tip speed ratios for 12 m / s , the extracted power of strategy C is somewhat closer to the aerodynamic power , but it has larger margins at tip speed ratios closer to the peak .",All,"['ratios', 'the extracted power of strategy C', 'ratios', 'the extracted power of strategy C']"
OA-STM_083,83,"A - C , one parameter is of particular importance for optimisation of the power extraction ( k2 for strategies A and C and k1 for strategy B ) .",All,"['optimisation', 'the power extraction']"
OA-STM_083,88,"Errors in λmax will have a stronger effect on the control strategies than errors in CPmax since the relation between rotational velocity and power is cubic , c.f .",All,"['relation', 'rotational velocity', 'relation', 'power']"
OA-STM_083,93,"The same strategy should run for 6 m / s and 12 m / s , but with small margins , and the turbine will stop in the 6 m / s case if the tip speed ratio drops below 2 .",All,"['ratio', 'the turbine']"
OA-STM_083,164,The mapping from V∞ to UDC is determined in a simulated torque sweep where the voltage level is regulated so that the optimal tip speed ratio is maintained throughout the sweep .,All,"['ratio', 'the optimal tip speed']"
OA-STM_083,165,A limited integrating term is added to the controller to compensate for torque fluctuations during wake formation .,All,"['compensate', 'torque fluctuations', 'during wake formation']"
OA-STM_083,169+170+171,  Interaction of electromechanical and aerodynamic modelThe combined electromechanical and aerodynamic system is simulated according to the following two step scheme ( two steps for each model):1.The aerodynamic code calculates the aerodynamic torque T1 at the given time and propagates all vortices.2.The electromechanical model uses this torque to calculate the rotor angle and speed after a virtual time step Δt.3.Theaerodynamic code calculates the aerodynamic torque T2 after the virtual time step with the updated rotor angle and speed from the electromechanical model .,All,"['Interaction', 'electromechanical']"
OA-STM_083,184,"The present investigation considers turbines optimised for higher λ , where the effects of stall are much smaller .",All,"['optimised', 'turbines', 'optimised', 'the effects of stall']"
OA-STM_083,193,The control system is embedded into the electrical system .,All,"['embedded', 'The control system', 'embedded', 'the electrical system']"
OA-STM_083,210,Strategies A - C are designed for 6 m / s and will eventually reach the optimal tip speed ratio at this wind speed .,All,"['ratio', 'Strategies A - C']"
OA-STM_083,221+222,"  The explanation is found in Fig.11 , where strategies A - C obtain higher average tip speed ratios for higher oscillation frequencies .",All,"['ratios', 'strategies A - C']"
OA-STM_083,224,"Hence , the average tip speed ratio increases with increasing wind frequency .",All,"['ratio', 'the average tip speed', 'ratio', 'average tip speed']"
OA-STM_083,274+275,"  Here , tb is the blade thickness , cthe lift and drag coefficients for infinitely long blades , AR the aspect ratio , α the angle of attack without the corrections and αe the corrected angle of attack .",All,"['ratio', 'AR']"
OA-STM_084,14,"A strong correlation was found between the two datasets , although the lidar has a tendency to overestimate the wind speed by ≈0 - 0.5ms-1 at speeds of less than 20ms-1 .",All,"['correlation', 'the two datasets']"
OA-STM_084,72,Data are combined by the lidar software into 30 m - long gates along the lidar beam .,All,"['combined', 'Data']"
OA-STM_084,79+80+81,"  The radial velocities VRN ( north - tilted ) , VRE ( east - tilted ) , and VRZ (vertical) = vsinγ+wcosγ(2)VRE = usinγ+wcosγ(3)VRZw are the east - west , north - south and vertical components of the wind , and γ is the angle between the tilted and vertical beams .",All,"['angle', 'the tilted']"
OA-STM_084,125,"If the method produces good estimates of the mean wind speed , a strong linear correlation would be expected between the data from the two instruments .",All,"['correlation', 'the data from the two instruments']"
OA-STM_085,94,"[ 26 ] , who show that invariant manifolds are nearly vertical within a layer whose thickness is much smaller than the ratio of the horizontal velocities to their vertical gradients .",All,"['ratio', 'their vertical gradients']"
OA-STM_085,116,"There are fundamental issues with more general time dependence , the most crucial being interaction between the integration period for evaluating the Cauchy - Green tensor and the intrinsic time scales of the flow .",All,"['interaction', 'the integration period for evaluating the Cauchy - Green tensor', 'interaction', 'the intrinsic time scales of the flow']"
OA-STM_085,202,The metric used so far in the quadrupole analysis is an RMS difference between the exact FTLE field and FTLE approximations taken over the analysis layer at z=-0.3 km .,All,"['difference', 'the exact FTLE field']"
OA-STM_085,229,and 5(b)-(c)).RMS FTLE differences ( Fig . 5(f ) ) are convenient metrics for demonstrating the relationship between increasing Sv and decreasing accuracy in FTLE approximations .,All,"['relationship', 'increasing Sv']"
OA-STM_085,275,"However , there is no similar general relationship between FTLE3d3d and either of the two approximations .",All,"['relationship', 'FTLE3d3d']"
OA-STM_086,17,"It is probably related to accelerated photoelectrons from the moon 's negatively charged surface , indicating that surface charging may play a very important role in shaping Rhea 's magnetospheric interaction region .",All,"['interaction', 'surface charging']"
OA-STM_086,18,"Analysis and discussionFrom the overview of the four flyby observations given in Section 4 , we can understand that Rhea 's interaction region has many complex features in the energetic particle , plasma density and the magnetic field datasets .",All,"['interaction', 'Rhea']"
OA-STM_086,58,"Lossless transport due to complex electron drifts in Rhea 's interaction regionAs plasma flows and the magnetic field are disturbed downstream of Rhea , energetic electron trajectories will be affected by these in ways drastically different to trajectories of cold test particles , since the intensity of magnetic ( gradient and curvature ) drifts increases with energy .",All,"['interaction', 'the magnetic field']"
OA-STM_086,70,"As we approach Erk , the residence time of energetic electrons within Rhea 's interaction region increases .",All,"['interaction', 'the residence time of energetic electrons']"
OA-STM_086,88,"  At higher energies , magnetic drift terms compete even more with E×B drifts resulting in the very complex trajectories visible in the lower - right panel of Fig ..",All,"['compete', 'magnetic drift terms', 'compete', 'E×B drifts']"
OA-STM_086,95,"LEMMS data also show a series of flux enhancements in the wake , while our simulations show only one channel of transport ( in the best case).The various inconsistencies between our data and the test particle simulations may be due to a series of reasons .",All,"['inconsistencies', 'our data', 'inconsistencies', 'the test particle simulations']"
OA-STM_086,98,This suggests that the mismatch between our drift simulations and LEMMS observations is probably not associated to the restriction of our calculations to 90 ° electrons .,All,"['mismatch', 'our drift simulations', 'mismatch', 'LEMMS observations']"
OA-STM_086,122,The growth rate of this instability increases rapidly if the ratio between the ion gyroradius and the spatial scale of number density depletion is much greater than unity .,All,"['ratio', 'the ion gyroradius', 'ratio', 'the spatial scale of number density depletion']"
OA-STM_086,130,"Since at Tethys the magnetic field is stronger , the fraction between the scale of the ion gyroradius and the density gradients is smaller than it is at Rhea .",All,"['fraction', 'the scale of the ion gyroradius', 'fraction', 'the density gradients']"
OA-STM_086,133,"  For a full plasma absorption it can be easily shown that the ratio of the ∣B∣ in the wake of Tethys with the value upstream is proportional to (1+β) , where β is the plasma beta .",All,"['ratio', 'the ∣B∣', 'ratio', 'the ∣B∣ in the wake of Tethys', 'ratio', 'the value upstream']"
OA-STM_086,179,"If this process is taking place , photoelectrons will accelerate ions in the wake in order to balance the excess negative charge .",All,"['balance', 'the excess negative charge']"
OA-STM_086,213+214,"  It has two oppositely pointing telescopes , the Low Energy and the High Energy Telescope ( LET and HET respectively ) ( Krimigis et al . , 2004).Since for all Rhea flybys LEMMS electron fluxes have considerable signal to noise ratio only for energies below about 600keV , we analyzed data only from electron rate channels .",All,"['ratio', 'noise']"
OA-STM_086,232,"Despite that , the main interaction mode of Rhea with the magnetosphere was shown to be plasma absorption .",All,"['interaction', 'the magnetosphere']"
OA-STM_086,276,"Fluxes are very low at the wake center , although some channels (C0-C4) record foreground with a weak signal to noise ratio of about 5 - 7.The wake is also visible in the higher energy channels C6 and E2 ( third panel ) .",All,"['ratio', 'noise']"
OA-STM_086,372,"LP densities are also available , but are not shown here because of their very low signal to noise ratio .",All,"['ratio', 'noise']"
OA-STM_086,384,Electron density streaks associated to surface charging have also been observed in moon - solar wind interaction simulations by Nakagawa and Kimura (2011) . .,All,"['interaction', 'moon - solar wind', 'interaction', 'solar wind']"
OA-STM_086,415,"It is uncertain if this feature is connected to Rhea 's interaction , as significant variability in densities is observed before and after the wake crossing .",All,"['interaction', 'Rhea']"
OA-STM_086,438,Few dropouts coincide with small scale enhancements in ∣B∣.Fluxes are low but detectable within the wake .,All,"['coincide', 'small scale enhancements']"
OA-STM_086,449,"Density gradients in the wake are surprisingly absent , a fact that we relate to the importance of surface charging for Rhea 's magnetospheric interaction .",All,"['interaction', 'Rhea']"
OA-STM_086,458,"If the role of surface charging is important , as hinted by some observations , then also the magnetospheric local time of the flyby may become a controlling parameter for the interaction region 's structure and dynamics .",All,"['interaction', 'structure', 'interaction', 'dynamics']"
OA-STM_086,468,"Furthermore , recent developments in the study of Earth 's Moon interaction with the solar wind indicate that the standard picture for a lunar - type interaction may be too simplified : processes , such as the entry of exospheric pick - up ions in the center of the wake , backscattering on the surface and self - pick up of ambient plasma ions , appear to also have an impact on the wake dynamics ( Halekas et al . , 2011 ) .",All,"['interaction', 'the solar wind']"
OA-STM_086,484,"What is unclear in most cases is why these features do not appear consistently ( or with consistent characteristics ) , and/or whether they are related to Rhea 's interaction , or they are simply magnetospheric .",All,"['interaction', 'Rhea']"
OA-STM_087,18,"There were additional abnormal interactions among frontal , temporal and parietal cortex , which were all modulated by the contextual difference between the standard and deviant tones .",All,"['interactions', 'temporal']"
OA-STM_087,32,"Previous research also indicates that neuropsychological performance correlates with changes in electrophysiology : including relationships between frontal neuropsychological tests and P50 gating ( Thomas et al . , 2010 ) ; habituation of the N100 and verbal fluency ( Soininen et al . , 1995 ) and MMN amplitude and memory ( Ruzzoli et al . , 2012).The similar patterns of network connectivity in bvFTD and PSP might be explained by the partially overlapping profiles of prefrontal cortical atrophy and dysfunction in both diseases , despite diverse patterns of underlying neuropathology ( Josephs et al . , 2006 ; Mackenzie et al . , 2011 ; Rohrer et al . , 2011 ; Seelaar et al . , 2011 ) , although the atrophy is less severe in the frontal lobes of PSP than bvFTD .",All,"['correlates', 'changes in electrophysiology', 'correlates', 'frontal neuropsychological tests', 'correlates', 'P50 gating', 'relationships', 'changes in electrophysiology', 'relationships', 'frontal neuropsychological tests', 'relationships', 'P50 gating']"
OA-STM_087,33,"The network similarity may also reflect the overlap of cognitive and behavioural impairments ( Ghosh et al . , 2012 ; Yatabe et al . , 2011 ) .",All,"['overlap', 'cognitive', 'overlap', 'behavioural impairments']"
OA-STM_087,61,"For PSP , clinicopathological correlations are high , with characteristic tau pathology in excess of 90 % of cases .",All,"['correlations', 'PSP']"
OA-STM_087,74,"However , it should be noted that the biophysical model of dynamic causal modelling includes assumptions about the distinctions between feedforward , feedback and lateral connections , in terms of laminar architecture of cortex .",All,"['distinctions', 'feedforward', 'distinctions', 'feedback', 'distinctions', 'lateral connections']"
OA-STM_087,88,"Moreover , recent studies have emphasized the concordance between reductions in network connectivity during resting state and the distinctive focal atrophy patterns in neurodegenerative dementias ( Seeley et al . , 2009 ; Zhou et al . , 2010 ) or changes in white matter tracts supporting those networks ( Raj et al . , 2012).Different clinical syndromes can result in specific changes to brain networks , but there may also be generic reorganisation in response to degeneration associated with diverse pathologies .",All,"['concordance', 'reductions in network connectivity', 'concordance', 'the distinctive focal atrophy patterns', 'during resting state', 'in neurodegenerative dementias']"
OA-STM_087,98,"Such paradigms include a stream of ' standard ' stimuli , interspersed with ' deviant ' stimuli ( e.g. differing from the standard by pitch or duration ) .",All,"['interspersed', ""' deviant ' stimuli"", '( e.g. differing from the standard by pitch or duration )']"
OA-STM_087,178,"The family of models with full connectivity had intrahemispheric connections between temporal and frontal , temporal and parietal nodes , and frontal and parietal nodes , and interhemispheric connectivity between bilateral node pairs .",All,"['connections', 'temporal', 'connections', 'frontal']"
OA-STM_087,196,"Each ANOVA had three factors : deviant type ( frequency , intensity , duration , side and gap ) , laterality of dipole ( left and right ) , and subject group ( bvFTD , PSP and controls).There were significant differences in mean amplitude between the three subject groups , with the patient groups having reduced amplitudes ( F(2,58)=5.1 , p=0.009 ) , but there were no significant interactions with deviant type , nor with dipole location ( All F<1 ) .",All,"['interactions', 'deviant type', 'interactions', 'dipole location']"
OA-STM_087,198,"1B.The ANOVA of peak latencies also revealed significant differences between the three groups , with the patient groups having later peaks than the controls ( F(2,57)=3.4 , p=0.037 ) but there were no interactions with deviant type , nor with dipole location ( All F<1.7 ) .",All,"['interactions', 'deviant type', 'interactions', 'dipole location']"
OA-STM_087,212,Correlations with behavioural analysesMultiple regression models were used to examine whether the changes observed in the evoked response and connectivity with disease were related to measures of disease severity .,All,"['Correlations', 'behavioural analysesMultiple regression models']"
OA-STM_087,230+231+232,"  There were no significant interactions between deviant type and subject group for amplitude ( F(4,60)=2.0 , ns ) or latency ( F(1,15)=0.8,p>0.05).The Bayesian model comparison was repeated for the SSRI+ and SSRI- groups , and showed that the most likely model within the winning ' partial ' network family was unchanged for both subgroups ; i.e. the model in which all bidirectional connections were modulated by trial type .",All,"['interactions', 'deviant type', 'interactions', 'subject group for amplitude', 'interactions', 'latency']"
OA-STM_088,41,This would explain the higher proportion of carbon when compared to the native HA nanopowder and why the ratio of oxygen to carbon is lower .,All,"['ratio', 'oxygen to carbon']"
OA-STM_088,61,"Usually , the degradability of CaP materials varies according to the Ca / P ratio , with β - TCP being more soluble than HA [ 4 ] .",All,"['ratio', 'P', 'ratio', 'β - TCP']"
OA-STM_088,84+85,"  In a previous research article [ 7 ] , we have demonstrated that HA nanoparticles can be incorporated into Poly(lactic - co - glycolic acid)(PLGA ) fibres at high concentration ( upto 50 % in weight to volume ratio within the polymer solution ) .",All,"['ratio', 'HA nanoparticles']"
OA-STM_088,135,"In HA nanopowder , O was found to be the dominant element with 50.87 % , while Ca and P reached values as high as 13.94 % and 10.13 % respectively ( ratio Ca / P=1.37 ) .",All,"['ratio', 'Ca']"
OA-STM_088,139+140,"  Ca and P reached values of 12.78 % and 9.6 % , respectively ( ratio Ca / P=1.33).XRD analysis : The XRD patterns of the samples are shown in Fig ..",All,"['ratio', 'The XRD patterns of the samples']"
OA-STM_089,62,This requires a precise knowledge of the relation between the roots of the equation and the check function ψ .,All,"['relation', 'the roots of the equation', 'relation', 'the check function ψ']"
OA-STM_089,190+191+192,"  A technical lemma about real analytic functions on a real intervalRecalling the relationship between Δ and Δ0 in ( 4.2)we can apply Proposition 4.1 in [ 10 ] to the determinant Δ(t , ξ ) of the symmetriser Q(t , ξ ) .",All,"['relationship', 'Δ']"
OA-STM_090,36,"Despite numerous additional evidence for changes in terrestrial runoff and potentially hydrology during the PETM ( see overview in McInterney and Wing , 2011 ) , there is a lack of clear evidence for hydrologic changes from high resolution sections able to resolve important lead / lag relationships , and therefore there remains a need for studies of hydrologic changes in sensitive locations over the onset of the CIE in order to understand the relationship between precipitation and global carbon release .",All,"['relationship', 'precipitation', 'relationship', 'global carbon release']"
OA-STM_090,67,C / N atomic ratios were calculated by multiplying by 1.167 .,All,"['ratios', 'C', 'ratios', 'N atomic']"
OA-STM_090,174+175,"  This appears to have been associated with increased terrigenous deposition , as evidenced by a concomitant increase in the C / N ratio of 22/10a-49c and S4 ) , and an elevated kaolinite contribution to the clay assemblage ( Fig . 9e ) .",All,"['ratio', 'N']"
OA-STM_090,178,"As dinoflagellate cyst assemblages suggest higher productivity ( % low salinity dinoflagellate cysts , Apectodinium ) , the C / N ratio increase likely indicates an increased flux of terrigenous material to 22/10a-4 , rather than a lower marine carbon flux .",All,"['ratio', 'the C', 'ratio', 'N']"
OA-STM_090,225,"The gradual lowering of surface water salinity and increase in the C / N ratio from 4 m before the CIE onset at 22/10a-4 ( above 2618 m , Fig . 9 ) , therefore , may also be the result of further uplift and restriction of the North Sea Basin , bringing the coastline and transported terrestrial material into closer proximity to the centrally - located 22/10a-4 , although there is no documented sea level fall in the North Sea preceding the CIE ( Knox , 1996 ; Powell et al . , 1996 ) .",All,"['ratio', 'N']"
OA-STM_090,255+256,"  The reduction in % low salinity dinoflagellate cysts and the C / N ratio above 2609m(Fig . 9 ) may indicate a reduction in precipitation over NW Europe , or more likely tectonic subsidence causing the basin to become less restricted .",All,"['ratio', 'N']"
OA-STM_091,19,This coupling between the terminal horizontal speed and rotational direction is due to the direction of the autorotational drag component .,All,"['coupling', 'the terminal horizontal speed', 'coupling', 'rotational direction']"
OA-STM_091,41+42,"  is mainly translational and is observed for plates with an initial angle of attack in the range ) , the rotational motion of fluttering plates is characterised by oscillations between positive and negative values of ω¯z .",All,"['oscillations', 'positive']"
OA-STM_091,73,"This coupling between the rotational direction and the terminal plate horizontal speed can be explained by the presence of autorotational drag , lift and torque .",All,"['coupling', 'the rotational direction']"
OA-STM_091,81,"  9 shows contours of Q - criterion for a flying , stably autorotating ( in the anti - clockwise or positive ωz sense ) plate as a vortex detaches from the advancing edge ( see Fig ..",All,"['detaches', 'the advancing edge']"
OA-STM_091,103+104,"  The same arguments as those above hold , except that the lift force due to the vertical component of the falling plate serves to keep the mean horizontal velocity , v¯<1.0 , as seen in Fig.7(c).In summary , the terminal vertical and horizontal speeds of the plate are therefore thought to be controlled by the autorotational drag and lift associated with the non - linear interaction between the plate and the flow .",All,"['interaction', 'the plate', 'interaction', 'the flow']"
OA-STM_091,105,"As a result of this interaction , a rotating plate is able to convert some of its gravitational potential energy into lateral kinetic energy and depending on the direction of rotation , this will result in plates exhibiting terminal horizontal wind speeds higher than the mean wind speed or consistently lower than the mean wind speed .",All,"['interaction', 'a rotating plate']"
OA-STM_091,119,CFD - RBD models offer an additional tool for the study of these effects because of their ability to simulate these complex flow fields around buildings as well as the non - linear interaction between debris and this flow .,All,"['interaction', 'debris', 'interaction', 'this flow']"
OA-STM_091,130,"A uniform inflow condition is used , with the wind speed of 35 m/s ( 126 km/h ) is used , which is within the range of full - scale failure wind speeds typically discussed by Visscher and Kopp ( 2007).As described in Part 1 ( Kakimpa et al . , in press ) , the plate is held in an inner mesh region that translates and rotates monolithically with the plate in order to preserve mesh quality close to the plate walls , while the outer region of the domain is re - meshed to accommodate plate motion .",All,"['meshed', 'the outer region of the domain']"
OA-STM_091,131,"Since the plate is initially expected to coincide with wall boundaries of the roof , the use of body fitting meshes and building walls is not possible .",All,"['coincide', 'the plate', 'coincide', 'wall boundaries of the roof']"
OA-STM_091,133,"As a result of this porous building approach , the region occupied by the building can be re - meshed as the plate approaches the building and in addition , the plate can initially lie in contact with the geometric plane corresponding to the roof .",All,"['contact', 'the geometric plane']"
OA-STM_091,160,"As both cases represent high lift trajectories , no significant interaction with the recirculation region in the wake of the building was observed .",All,"['interaction', 'the recirculation region']"
OA-STM_091,164,"Firstly , the model has been used to investigate the influence of the plate 's initial orientation , Tachikawa number , mass moment of inertia and geometric parameters , such as thickness - ratio and aspect - ratio , on the trajectory of the plate .",All,"['ratio', 'geometric parameters', 'ratio', 'geometric parameters']"
OA-STM_091,199,"In this section , the sensitivity of plate 's motion to the Tachikawa number , the dimensionless mass moment of inertia parameter , the thickness ratio and aspect ratio are studied .",All,"['ratio', 'aspect']"
OA-STM_091,207+208,"  Chief among these was the ratio of aerodynamic force to gravitational force , K=,where ρ is the density of air , Uw is the mean wind speed , A is the area of the plate , m is the mass of the plate and g is the acceleration due to gravity .",All,"['ratio', 'aerodynamic force to gravitational force']"
OA-STM_091,232,"The thickness ratio , τ , clearly affects the flight mode observed in this instance , which also results in a change in the cross - wind motion of debris for these complex 3D spinning cases .",All,"['ratio', 'τ']"
OA-STM_092,14,The data revealed a significant relationship between acid / alkaline phosphatase activity in the rhizosphere of C. genistoides and P concentration in the soil around the roots .,All,"['relationship', 'acid / alkaline phosphatase activity', 'relationship', 'P concentration', 'in the rhizosphere of C. genistoides', 'in the soil around the roots']"
OA-STM_092,57,Makoi et al (2010) reported significant correlations between plant - available P and acid phosphatase activity in the rhizosphere of cowpea grown in fynbos soils .,All,"['correlations', 'plant - available P', 'correlations', 'acid phosphatase activity']"
OA-STM_092,58,"In this study , we also found a significantly positive correlation between acid phosphatase activity and organic P levels in the rhizosphere of the test legumes ( Table 5 ) .",All,"['correlation', 'acid phosphatase activity', 'correlation', 'organic P levels', 'in the rhizosphere of the test legumes']"
OA-STM_092,96,"The data showed a relationship between acid and alkaline phosphatase in the rhizosphere and P availability in the rhizosphere , which was ultimately linked to P concentration in shoots .",All,"['relationship', 'acid', 'relationship', 'alkaline phosphatase', 'in the rhizosphere', 'in the rhizosphere and P availability']"
OA-STM_093,54,"At moderate aspect ratios , the overall space restriction partially correlates the orientation of neighbouring particle .",All,"['correlates', 'the overall space restriction']"
OA-STM_093,63,Ellipses can approximate nanoparticles at low aspect ratio and nanotubes at very high aspect ratios .,All,"['ratio', 'nanotubes']"
OA-STM_093,65,The lower - bound is adjusted at area fractions below 0.3 to allow for a range of aspect ratios where the random arrangement of particles appears more regular than for discs .,All,"['ratios', 'aspect']"
OA-STM_093,82,This can be done using our elliptical particle reference models by providing a unique aspect ratio for each particle .,All,"['ratio', 'each particle']"
OA-STM_093,108,"Research on graphene is very active at present , and platelets one atom thick with linear dimensions potentially in the order of millimetres are achievable , although smaller aspect ratios with linear dimensions of tens of microns would be expected for use in particulate composites [ 14].Particles can become very elongated , the extreme case being carbon fibres which are microns in diameter and can be kilometres long .",All,"['ratios', 'linear dimensions of tens of microns']"
OA-STM_093,111,"Rod - like wollastonite particles are 10μm in diameter and 50μm long , giving an aspect ratio of up to 5 [ 12 ] .",All,"['ratio', 'Rod', 'ratio', 'up to 5']"
OA-STM_093,115,"For multiwalled nanotubes , a length of 140μm and a diameter of 120 nm is typical [ 17 ] , giving an aspect ratio of about 100 .",All,"['ratio', 'about 100']"
